Dodavka; Platce; Nazev platce; Zuctovaci datum; Artikl; Nazev; Mnozstvi zaklad; Cena prodeje LM; Kurz prodeje LM/EUR; Cena nakup jedn EUR
PDL23115707; K06875; Velká Pecka s.r.o.; 19.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 10; 420; 25,46; 14,3
PDL23115707; K06875; Velká Pecka s.r.o.; 19.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 465; 25,46; 18
PDL23115707; K06875; Velká Pecka s.r.o.; 19.02.24; 4201000; Fazole 415g B24; 96; 3024; 25,46; 21,84
PDL23115707; K06875; Velká Pecka s.r.o.; 19.02.24; 4201010; Fazole bez cukru 415g B24; 48; 1512; 25,46; 24,96
PDL23115707; K06875; Velká Pecka s.r.o.; 19.02.24; 4201020; Fazole chilli 390g B12; 12; 402; 25,46; 12,12
PDL23115707; K06875; Velká Pecka s.r.o.; 19.02.24; 4202140; BBQ Omáčka classic 400ml B10; 20; 926; 25,46; 13,8
PDL23115707; K06875; Velká Pecka s.r.o.; 19.02.24; 4202310; Worcesterová omáčka150ml B12; 24; 792; 25,46; 13,92
PDL23115707; K06875; Velká Pecka s.r.o.; 19.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,46; 9,6
PDL23115707; K06875; Velká Pecka s.r.o.; 19.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 25,46; 9,6
PDL23115707; K06875; Velká Pecka s.r.o.; 19.02.24; 4206010; Fazole 1kg B6; 6; 414; 25,46; 13,74
PDL23115709; K02821; PENNY MARKET s.r.o.; 19.02.24; 4200030; Rajčatový kečup 450g B15; 1260; 34020; 25,46; 16,95
PDL23115710; K00134; Albert Česká republika, s.r.o.; 19.02.24; 4200030; Rajčatový kečup 450g B15; 3780; 114534; 25,46; 16,95
PDL23115710; K00134; Albert Česká republika, s.r.o.; 19.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 210; 6363; 25,46; 18
PDL23115710; K00134; Albert Česká republika, s.r.o.; 19.02.24; 4200170; Rajčatový kečup jemný700g(605ml)B10; 3040; 136800; 25,46; 22,08
PDL23115710; K00134; Albert Česká republika, s.r.o.; 19.02.24; 4201020; Fazole chilli 390g B12; 180; 4968; 25,46; 12,12
PDL23115710; K00134; Albert Česká republika, s.r.o.; 19.02.24; 4201050; Fazole BBQ 390g B12; 1440; 39744; 25,46; 12,48
PDL23115710; K00134; Albert Česká republika, s.r.o.; 19.02.24; 4202220; Sójová omáčka 150ml B12; 348; 10996,8; 25,46; 13,68
PDL23115710; K00134; Albert Česká republika, s.r.o.; 19.02.24; 4202520; Omáčka Sweet Chilli 220ml B8; 288; 9331,2; 25,46; 8,72
PDL23115710; K00134; Albert Česká republika, s.r.o.; 19.02.24; 4202730; Česneková Omáčka TD 220ml B8; 288; 9331,2; 25,46; 8,56
PDL23115715; K02821; PENNY MARKET s.r.o.; 19.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 1260; 34020; 25,46; 18
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 40; 2520; 25,46; 17,76
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4200020; Rajčatový kečup jemný 342g B10; 30; 870; 25,46; 10,2
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4200030; Rajčatový kečup 450g B15; 60; 1860; 25,46; 16,95
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 50; 2100; 25,46; 14,3
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 30; 930; 25,46; 18
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4201000; Fazole 415g B24; 96; 3024; 25,46; 21,84
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4201010; Fazole bez cukru 415g B24; 24; 756; 25,46; 24,96
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4201020; Fazole chilli 390g B12; 12; 402; 25,46; 12,12
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4202140; BBQ Omáčka classic 400ml B10; 10; 463; 25,46; 13,8
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4202220; Sójová omáčka 150ml B12; 12; 396; 25,46; 13,68
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 396; 25,46; 13,92
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4202700; BBQ Omáčka TD 220ml B8; 8; 264; 25,46; 8,48
PDL23115719; K06875; Velká Pecka s.r.o.; 19.02.24; 4206010; Fazole 1kg B6; 6; 414; 25,46; 13,74
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 40; 2520; 25,46; 17,76
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4200020; Rajčatový kečup jemný 342g B10; 20; 580; 25,46; 10,2
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 10; 420; 25,46; 14,3
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4201000; Fazole 415g B24; 72; 2268; 25,46; 21,84
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4201010; Fazole bez cukru 415g B24; 48; 1512; 25,46; 24,96
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4201020; Fazole chilli 390g B12; 12; 402; 25,46; 12,12
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4201050; Fazole BBQ 390g B12; 12; 402; 25,46; 12,48
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4202140; BBQ Omáčka classic 400ml B10; 10; 463; 25,46; 13,8
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4202220; Sójová omáčka 150ml B12; 12; 396; 25,46; 13,68
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 396; 25,46; 13,92
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4202700; BBQ Omáčka TD 220ml B8; 8; 264; 25,46; 8,48
PDL23115720; K06875; Velká Pecka s.r.o.; 19.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 25,46; 9,8
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 24; 1512; 25,46; 17,76
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4200020; Rajčatový kečup jemný 342g B10; 20; 580; 25,46; 10,2
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4200030; Rajčatový kečup 450g B15; 60; 1860; 25,46; 16,95
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 10; 420; 25,46; 14,3
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 15; 465; 25,46; 18
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4201000; Fazole 415g B24; 72; 2268; 25,46; 21,84
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4201010; Fazole bez cukru 415g B24; 24; 756; 25,46; 24,96
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4201020; Fazole chilli 390g B12; 12; 402; 25,46; 12,12
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4201050; Fazole BBQ 390g B12; 12; 402; 25,46; 12,48
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4202140; BBQ Omáčka classic 400ml B10; 10; 463; 25,46; 13,8
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 396; 25,46; 13,92
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 25,46; 9,6
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4202700; BBQ Omáčka TD 220ml B8; 8; 264; 25,46; 8,48
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 25,46; 9,8
PDL23115721; K06875; Velká Pecka s.r.o.; 19.02.24; 4206010; Fazole 1kg B6; 6; 414; 25,46; 13,74
PDL23115778; K03543; Tesco Stores ČR a.s.; 20.02.24; 4201000; Fazole 415g B24; 216; 5400; 25,425; 21,84
PDL23115778; K03543; Tesco Stores ČR a.s.; 20.02.24; 4201010; Fazole bez cukru 415g B24; 72; 1800; 25,425; 24,96
PDL23115778; K03543; Tesco Stores ČR a.s.; 20.02.24; 4201020; Fazole chilli 390g B12; 96; 2400; 25,425; 12,12
PDL23115778; K03543; Tesco Stores ČR a.s.; 20.02.24; 4202140; BBQ Omáčka classic 400ml B10; 110; 3674; 25,425; 13,8
PDL23115778; K03543; Tesco Stores ČR a.s.; 20.02.24; 4202220; Sójová omáčka 150ml B12; 36; 1112,76; 25,425; 13,68
PDL23115778; K03543; Tesco Stores ČR a.s.; 20.02.24; 4202310; Worcesterová omáčka150ml B12; 60; 1854,6; 25,425; 13,92
PDL23115778; K03543; Tesco Stores ČR a.s.; 20.02.24; 4202510; Omáčka česneková 400ml B10; 80; 2672; 25,425; 9,6
PDL23115778; K03543; Tesco Stores ČR a.s.; 20.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 168; 4687,2; 25,425; 8,56
PDL23115780; K01089; Globus ČR, v.o.s.; 20.02.24; 4200210; Rajčatový kečup TD (10) 400ml; 570; 21044,4; 25,425; 14,3
PDL23115780; K01089; Globus ČR, v.o.s.; 20.02.24; 4200210; Rajčatový kečup TD (10) 400ml; -570; 21044,4; 25,425; 14,3
PDL23115780; K01089; Globus ČR, v.o.s.; 20.02.24; 4202190; Omáčka Burger 400ml B10; 190; 7928,7; 25,425; 11,5
PDL23115780; K01089; Globus ČR, v.o.s.; 20.02.24; 4202600; Omáčka hranolky 400ml B10; 190; 7928,7; 25,425; 9,6
PDL23115780; K01089; Globus ČR, v.o.s.; 20.02.24; 4202510; Omáčka česneková 400ml B10; 380; 15857,4; 25,425; 9,6
PDL23115780; K01089; Globus ČR, v.o.s.; 20.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 210; 7060,2; 25,425; 18
PDL23115780; K01089; Globus ČR, v.o.s.; 20.02.24; 4202140; BBQ Omáčka classic 400ml B10; 570; 23786,1; 25,425; 13,8
PDL23115780; K01089; Globus ČR, v.o.s.; 20.02.24; 4202150; BBQ Omáčka sladká 400ml B10; 380; 15857,4; 25,425; 14
PDL23115780; K01089; Globus ČR, v.o.s.; 20.02.24; 4202160; BBQ Omáčka Chilli 400ml B10; 190; 7928,7; 25,425; 14,9
PDL23115780; K01089; Globus ČR, v.o.s.; 20.02.24; 4202310; Worcesterová omáčka150ml B12; 348; 10794,96; 25,425; 13,92
PDL23115785; K07680; Tesco Franchise Stores ČR s.r.o.; 20.02.24; 4200030; Rajčatový kečup 450g B15; 435; 14407,2; 25,425; 16,95
PDL23115785; K07680; Tesco Franchise Stores ČR s.r.o.; 20.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 435; 14407,2; 25,425; 18
PDL23115785; K07680; Tesco Franchise Stores ČR s.r.o.; 20.02.24; 4201000; Fazole 415g B24; 192; 4800; 25,425; 21,84
PDL23115787; K01089; Globus ČR, v.o.s.; 20.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 6400; 409600; 25,425; 17,76
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4200060; Rajčatový kečup ostrý 570g B12; 12; 558; 25,425; 15,72
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 50; 2325; 25,425; 14,3
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4201010; Fazole bez cukru 415g B24; 144; 3925,44; 25,425; 24,96
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4201020; Fazole chilli 390g B12; 180; 4906,8; 25,425; 12,12
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4201050; Fazole BBQ 390g B12; 12; 327,12; 25,425; 12,48
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4202150; BBQ Omáčka sladká 400ml B10; 110; 4956,6; 25,425; 14
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4202160; BBQ Omáčka Chilli 400ml B10; 60; 2703,6; 25,425; 14,9
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4202220; Sójová omáčka 150ml B12; 12; 382,56; 25,425; 13,68
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4202520; Omáčka Sweet Chilli 220ml B8; 56; 1661,52; 25,425; 8,72
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4202600; Omáčka hranolky 400ml B10; 60; 2703,6; 25,425; 9,6
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4202700; BBQ Omáčka TD 220ml B8; 160; 4747,2; 25,425; 8,48
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 64; 1898,88; 25,425; 8,56
PDL23115789; K07280; Košík.cz s.r.o.; 20.02.24; 4206010; Fazole 1kg B6; 24; 1555,92; 25,425; 13,74
PDL23115851; K06875; Velká Pecka s.r.o.; 21.02.24; 4202140; BBQ Omáčka classic 400ml B10; 20; 926; 25,38; 13,8
PDL23115851; K06875; Velká Pecka s.r.o.; 21.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 8; 504; 25,38; 17,76
PDL23115851; K06875; Velká Pecka s.r.o.; 21.02.24; 4200030; Rajčatový kečup 450g B15; 30; 930; 25,38; 16,95
PDL23115851; K06875; Velká Pecka s.r.o.; 21.02.24; 4201000; Fazole 415g B24; 48; 1512; 25,38; 21,84
PDL23115851; K06875; Velká Pecka s.r.o.; 21.02.24; 4201010; Fazole bez cukru 415g B24; 24; 756; 25,38; 24,96
PDL23115851; K06875; Velká Pecka s.r.o.; 21.02.24; 4202310; Worcesterová omáčka150ml B12; 12; 396; 25,38; 13,92
PDL23115851; K06875; Velká Pecka s.r.o.; 21.02.24; 4202700; BBQ Omáčka TD 220ml B8; 8; 264; 25,38; 8,48
PDL23115851; K06875; Velká Pecka s.r.o.; 21.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 25,38; 9,8
PDL23115851; K06875; Velká Pecka s.r.o.; 21.02.24; 4206010; Fazole 1kg B6; 6; 414; 25,38; 13,74
PDL23115866; K00134; Albert Česká republika, s.r.o.; 21.02.24; 4200010; Rajčatový kečup jemný570g(500ml)B12; 1224; 46512; 25,38; 16,32
PDL23115866; K00134; Albert Česká republika, s.r.o.; 21.02.24; 4201000; Fazole 415g B24; 1440; 39744; 25,38; 21,84
PDL23115868; K00134; Albert Česká republika, s.r.o.; 21.02.24; 4200030; Rajčatový kečup 450g B15; 2520; 76356; 25,38; 16,95
PDL23115868; K00134; Albert Česká republika, s.r.o.; 21.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 1260; 38178; 25,38; 18
PDL23115868; K00134; Albert Česká republika, s.r.o.; 21.02.24; 4200170; Rajčatový kečup jemný700g(605ml)B10; 1920; 86400; 25,38; 22,08
PDL23115868; K00134; Albert Česká republika, s.r.o.; 21.02.24; 4201000; Fazole 415g B24; 1440; 39744; 25,38; 21,84
PDL23115868; K00134; Albert Česká republika, s.r.o.; 21.02.24; 4201050; Fazole BBQ 390g B12; 1440; 39744; 25,38; 12,48
PDL23115868; K00134; Albert Česká republika, s.r.o.; 21.02.24; 4202730; Česneková Omáčka TD 220ml B8; 1440; 46656; 25,38; 8,56
PDL23115868; K00134; Albert Česká republika, s.r.o.; 21.02.24; 4206010; Fazole 1kg B6; 360; 22824; 25,38; 13,74
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 48; 3024; 25,38; 17,76
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4200020; Rajčatový kečup jemný 342g B10; 20; 580; 25,38; 10,2
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4200030; Rajčatový kečup 450g B15; 90; 2790; 25,38; 16,95
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 20; 840; 25,38; 14,3
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 30; 930; 25,38; 18
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4201000; Fazole 415g B24; 144; 4536; 25,38; 21,84
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4201010; Fazole bez cukru 415g B24; 72; 2268; 25,38; 24,96
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4201020; Fazole chilli 390g B12; 12; 402; 25,38; 12,12
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4201050; Fazole BBQ 390g B12; 12; 402; 25,38; 12,48
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4202140; BBQ Omáčka classic 400ml B10; 40; 1852; 25,38; 13,8
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4202220; Sójová omáčka 150ml B12; 12; 396; 25,38; 13,68
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4202310; Worcesterová omáčka150ml B12; 48; 1584; 25,38; 13,92
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,38; 9,6
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 25,38; 9,6
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4202700; BBQ Omáčka TD 220ml B8; 24; 792; 25,38; 8,48
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4202740; American Burger Omáčka TD 220ml B8; 24; 792; 25,38; 9,8
PDL23115874; K06875; Velká Pecka s.r.o.; 21.02.24; 4206010; Fazole 1kg B6; 12; 828; 25,38; 13,74
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4203140; Majonéza SG sklo 480ml B8; 96; 4732,8; 25,38; 12
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 80; 5040; 25,38; 17,76
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4200020; Rajčatový kečup jemný 342g B10; 50; 1450; 25,38; 10,2
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4200030; Rajčatový kečup 450g B15; 210; 6510; 25,38; 16,95
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 60; 2520; 25,38; 14,3
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 30; 930; 25,38; 18
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4201000; Fazole 415g B24; 192; 6048; 25,38; 21,84
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4201010; Fazole bez cukru 415g B24; 144; 4536; 25,38; 24,96
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4201020; Fazole chilli 390g B12; 36; 1206; 25,38; 12,12
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4201050; Fazole BBQ 390g B12; 24; 804; 25,38; 12,48
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4202140; BBQ Omáčka classic 400ml B10; 20; 926; 25,38; 13,8
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4202220; Sójová omáčka 150ml B12; 12; 396; 25,38; 13,68
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4202310; Worcesterová omáčka150ml B12; 60; 1980; 25,38; 13,92
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,38; 9,6
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4202600; Omáčka hranolky 400ml B10; 10; 463; 25,38; 9,6
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4202700; BBQ Omáčka TD 220ml B8; 32; 1056; 25,38; 8,48
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 8; 264; 25,38; 8,56
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4202750; Curry Mango omáčka 220ml B8; 16; 528; 25,38; 9,8
PDL23115875; K06875; Velká Pecka s.r.o.; 21.02.24; 4206010; Fazole 1kg B6; 12; 828; 25,38; 13,74
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 64; 4032; 25,38; 17,76
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4200020; Rajčatový kečup jemný 342g B10; 70; 2030; 25,38; 10,2
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4200030; Rajčatový kečup 450g B15; 210; 6510; 25,38; 16,95
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 40; 1680; 25,38; 14,3
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4200150; Rajčatový kečup ostrý 455g B15; 30; 930; 25,38; 18
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4201000; Fazole 415g B24; 240; 7560; 25,38; 21,84
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4201010; Fazole bez cukru 415g B24; 72; 2268; 25,38; 24,96
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4201020; Fazole chilli 390g B12; 24; 804; 25,38; 12,12
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4202140; BBQ Omáčka classic 400ml B10; 20; 926; 25,38; 13,8
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4202220; Sójová omáčka 150ml B12; 12; 396; 25,38; 13,68
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4202310; Worcesterová omáčka150ml B12; 48; 1584; 25,38; 13,92
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,38; 9,6
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4202600; Omáčka hranolky 400ml B10; 20; 926; 25,38; 9,6
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4202700; BBQ Omáčka TD 220ml B8; 24; 792; 25,38; 8,48
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 8; 264; 25,38; 8,56
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 25,38; 9,8
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4202750; Curry Mango omáčka 220ml B8; 8; 264; 25,38; 9,8
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4203140; Majonéza SG sklo 480ml B8; 56; 2760,8; 25,38; 12
PDL23115876; K06875; Velká Pecka s.r.o.; 21.02.24; 4206010; Fazole 1kg B6; 12; 828; 25,38; 13,74
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4203140; Majonéza SG sklo 480ml B8; 96; 4732,8; 25,38; 12
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 48; 3024; 25,38; 17,76
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4200020; Rajčatový kečup jemný 342g B10; 40; 1160; 25,38; 10,2
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4200030; Rajčatový kečup 450g B15; 105; 3255; 25,38; 16,95
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 40; 1680; 25,38; 14,3
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4201000; Fazole 415g B24; 144; 4536; 25,38; 21,84
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4201010; Fazole bez cukru 415g B24; 48; 1512; 25,38; 24,96
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4201020; Fazole chilli 390g B12; 12; 402; 25,38; 12,12
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4201050; Fazole BBQ 390g B12; 24; 804; 25,38; 12,48
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4202140; BBQ Omáčka classic 400ml B10; 10; 463; 25,38; 13,8
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4202220; Sójová omáčka 150ml B12; 12; 396; 25,38; 13,68
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4202310; Worcesterová omáčka150ml B12; 48; 1584; 25,38; 13,92
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4202510; Omáčka česneková 400ml B10; 10; 463; 25,38; 9,6
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4202600; Omáčka hranolky 400ml B10; 20; 926; 25,38; 9,6
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4202700; BBQ Omáčka TD 220ml B8; 8; 264; 25,38; 8,48
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4202720; 3 druhy pepře omáčka 220 ml B8; 8; 264; 25,38; 8,56
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4202740; American Burger Omáčka TD 220ml B8; 8; 264; 25,38; 9,8
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4202750; Curry Mango omáčka 220ml B8; 32; 1056; 25,38; 9,8
PDL23115877; K06875; Velká Pecka s.r.o.; 21.02.24; 4206010; Fazole 1kg B6; 12; 828; 25,38; 13,74
PDL23115879; K00589; BILLA, spol. s r. o.; 21.02.24; 4200010; Rajčatový kečup jemný570g(500ml)B12; 528; 19013,28; 25,38; 16,32
PDL23115879; K00589; BILLA, spol. s r. o.; 21.02.24; 4201010; Fazole bez cukru 415g B24; 648; 16549,92; 25,38; 24,96
PDL23115944; K02302; Kaufland Česká republika v.o.s.; 22.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 4008; 212094,94; 25,32; 17,76
PDL23115951; K02302; Kaufland Česká republika v.o.s.; 22.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 10808; 571936,66; 25,32; 17,76
PDL23115954; K00589; BILLA, spol. s r. o.; 22.02.24; 4200000; Rajčatový kečup jemný 1kg(875ml) B8; 3200; 182400,01; 25,32; 17,76
PDL23115961; K07280; Košík.cz s.r.o.; 22.02.24; 4200010; Rajčatový kečup jemný570g(500ml)B12; 48; 2232; 25,32; 16,32
PDL23115961; K07280; Košík.cz s.r.o.; 22.02.24; 4200030; Rajčatový kečup 450g B15; 60; 2087,4; 25,32; 16,95
PDL23115961; K07280; Košík.cz s.r.o.; 22.02.24; 4200070; Rajč. kečup 50% CS 550g(500ml)B10; 10; 465; 25,32; 14,3
PDL23115961; K07280; Košík.cz s.r.o.; 22.02.24; 4201050; Fazole BBQ 390g B12; 48; 1308,48; 25,32; 12,48
